# Table format: 2D
# table_unit = Nm
# axis1_unit = V
# axis2_unit = rev/min
# Generated by Electric Motor Tables Creator tool of Simcenter Amesim 17 (2020-04-28 19:34:12)
# Parameters used: archi = 1 power = 30000.0W torque = 200.0Nm speed = 6000.0rev/min voltage = 400.0V ratio = 1.5 nbrW = 10.0 nbrT = 10.0
4
13
     1.000000e+02     3.400000e+02     4.000000e+02     4.600000e+02
     0.000000e+00     6.666667e+02     1.333333e+03     1.432394e+03     2.000000e+03     2.666667e+03     3.333333e+03     4.000000e+03     4.666667e+03     5.333333e+03     6.000000e+03     6.300000e+03     9.000000e+03
     2.000000e+02     2.000000e+02     2.000000e+02     2.000000e+02
     1.344494e+02     2.000000e+02     2.000000e+02     2.000000e+02
     7.042821e+01     1.954181e+02     2.000000e+02     2.000000e+02
     6.568465e+01     1.890623e+02     1.998781e+02     2.000000e+02
     4.732879e+01     1.494473e+02     1.695195e+02     1.857986e+02
     3.559453e+01     1.163515e+02     1.344494e+02     1.512390e+02
     2.851175e+01     9.458542e+01     1.100743e+02     1.249425e+02
     2.377612e+01     7.948720e+01     9.283105e+01     1.058291e+02
     2.038797e+01     6.847198e+01     8.012958e+01     9.157415e+01
     1.784425e+01     6.010471e+01     7.042821e+01     8.061094e+01
     1.586447e+01     5.354270e+01     6.279342e+01     7.194620e+01
     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
     0.000000e+00     0.000000e+00     0.000000e+00     0.000000e+00
